Trader ID,Bad Score
1387,0.0015172850759901484
1412,0.0015156831673589137
1077,0.0014985992229303244
1117,0.001497173857884704
1020,0.0014515852925333754
1310,0.0014414242979037357
1060,0.0013940519236681388
1220,0.001375147195173367
1087,0.0012614109436940725
1054,0.0012601658460058749
1430,0.0012575001996529191
1130,0.0011988722850122414
1340,0.0011928832454908421
1250,0.0011615404739954652
1278,0.0011337564430643223
1569,0.001100659156203087
1158,0.0010990177123292033
1449,0.0010916479110644661
1071,0.0010547270360811874
1189,0.0010421099091096247
1212,0.001028166886412871
1306,0.0010186582824554225
1023,0.001015504757530157
1390,0.0010090232953135162
1783,0.0009962570928914085
1419,0.000977082851311965
1436,0.0009479559878383848
1845,0.0009407535217768409
1367,0.0009375236373638231
1482,0.000937413699095824
1006,0.0008870212178102954
1433,0.0008671072378287308
1213,0.0008613839467100207
1676,0.0008472059619241179
1168,0.0008323127401113076
1128,0.0008242798392754466
1517,0.0008082258252088447
1428,0.0008064900023985422
1184,0.00079232028973867
1379,0.0007812442619150036
1182,0.000766223385639306
1305,0.000765103406217363
1214,0.000736444163656851
1358,0.0007266978504742559
1523,0.0007175485127102949
1110,0.0007126490307106612
1187,0.0007081484880808706
1534,0.0007004703455194989
1238,0.0006786917548292124
1502,0.0006745541649356019
1318,0.0006663140916509786
1028,0.00066019426849761
1376,0.0006409568319150432
1137,0.0006274474790498533
1083,0.0006160568716901536
1056,0.0006118692649813298
1040,0.0006048157866211324
1431,0.0006003035305116736
1030,0.0005986813128280635
1355,0.0005749301785254654
1285,0.0005492906764435055
1417,0.000544735621072579
1439,0.0005240292707059854
1107,0.0005018916911603039
1237,0.0005004221017894501
1341,0.0004986506079266547
1109,0.0004923211280822722
1270,0.0004718009764550597
1580,0.0004708117846251038
1010,0.00046708253984543486
1488,0.00046118488214671316
1126,0.0004590085969552462
1064,0.0004573098679176332
1324,0.0004480734021449174
1267,0.00043600456511101786
1141,0.0004337976582788432
1769,0.000410724154153326
1131,0.000409185024458496
1272,0.0003906579097293875
1171,0.0003839565659891566
1003,0.00036605603429478844
1073,0.0003640922313661603
1471,0.0003483123012057458
1085,0.0003374300017787092
1323,0.0003353320389310453
1026,0.00032967805299268893
1200,0.00032520434390867237
1493,0.0003155816064198287
1196,0.0003060387212639491
1263,0.0002979009247843065
1127,0.0002826265794008212
1438,0.0002721208018283019
1373,0.00027111667685347866
1140,0.00026683854061884974
1236,0.0002612620150385497
1080,0.0002486547358984857
1209,0.00022948595185230152
1268,0.00021075117136325073
1473,0.00021032674697563734
1125,0.0002095466174209484
1218,0.0002093664777222921
1406,0.00020844510864478582
1405,0.0002039871854743662
1331,0.0001958919438147157
1156,0.0001899242233966279
1159,0.00018469677455407735
1217,0.00017969613473044495
1219,0.00017193996452391974
1265,0.0001684658210811348
1251,0.00016776229161561266
1002,0.00016547543184713113
1567,0.0001616211114916429
1264,0.00016117282338449715
1180,0.00015676105783567483
1570,0.0001537481733582577
1052,0.00015251112683630164
1092,0.0001442726175617765
1070,0.00014326636565114016
1247,0.0001431391552369237
1546,0.00014127686445199568
1120,0.00013953333317852875
1483,0.00013842669146030414
1222,0.00013169531946399994
1157,0.0001238652767929887
1887,0.00011814722487973165
1342,0.00011577152804985277
1266,0.00011333808524000778
1400,0.00011055837603304802
1241,0.00010716300498429289
1153,0.00010680463639216626
1215,0.00010588470977790383
1337,0.00010001063832595205
1463,9.530414493161233e-05
1096,9.529714338674327e-05
1062,9.361931431324102e-05
1292,9.173802478296479e-05
1375,8.610115209057875e-05
1565,8.00683602145042e-05
1254,7.788758204568369e-05
1364,7.666752752723383e-05
1374,7.541016705530963e-05
1348,7.484145703001089e-05
1501,7.039074973740712e-05
1206,6.890639204982868e-05
1231,6.838302340524652e-05
1059,6.727064413167622e-05
1314,6.670658604878438e-05
1204,6.516208951395569e-05
1029,6.42849987023827e-05
1255,6.395741368681181e-05
1289,5.947151125100811e-05
1458,5.8403598775657776e-05
1522,5.506318051836467e-05
1288,5.3008825862504785e-05
1053,5.1554610508474505e-05
1291,5.0487170196098615e-05
1121,5.028138729610303e-05
1242,4.7132790615364215e-05
1785,4.667312828466563e-05
1316,4.335539929155027e-05
1788,4.165877962257897e-05
1790,4.163565486351586e-05
1178,4.0804593037535215e-05
1179,3.934962948028987e-05
1550,3.905212161340719e-05
1019,3.8577482250331337e-05
1531,3.811091585705868e-05
1234,3.7046705098595224e-05
1261,3.0946052702961825e-05
1317,2.9791736842982588e-05
1188,2.8732454457301864e-05
1540,2.8074780889306674e-05
1352,2.6004977383002552e-05
1382,2.4678810988554923e-05
1308,2.4051924486144096e-05
1703,2.3760143367022572e-05
1632,2.2482732186486716e-05
1510,1.929539269926109e-05
1190,1.9252778353850785e-05
1830,1.908905985006828e-05
1312,1.8439262269188616e-05
1273,1.8423870531005174e-05
1434,1.7637407269347936e-05
1113,1.5642235674866745e-05
1359,1.5437282212295594e-05
1521,1.5193669621438802e-05
1380,1.4345177390150379e-05
1111,1.4222619820879618e-05
1294,1.3962646628303192e-05
1315,1.386181361087034e-05
1208,1.2974772949416837e-05
1398,1.2473541621669908e-05
1253,1.1972200834929721e-05
1260,9.930972752413469e-06
1339,9.859218329166857e-06
1320,7.497990918021302e-06
1024,6.84233990958335e-06
1116,6.774859504696833e-06
1465,6.20815584612701e-06
1594,5.106335746418879e-06
1411,4.89037498316219e-06
1055,4.164943425708308e-06
1032,4.144491994974377e-06
1058,3.7305404492730574e-06
1504,3.6993427815559327e-06
1061,3.13578449337073e-06
1544,2.653870420710404e-06
1732,2.430841186615793e-06
1124,1.0979831371405603e-06
1118,1.029372239460916e-06
1097,6.705687655878964e-07
1009,0.0
1012,0.0
1015,0.0
1017,0.0
1018,0.0
1022,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1051,0.0
1063,0.0
1066,0.0
1069,0.0
1078,0.0
1081,0.0
1082,0.0
1090,0.0
1091,0.0
1102,0.0
1106,0.0
1115,0.0
1132,0.0
1134,0.0
1135,0.0
1142,0.0
1145,0.0
1146,0.0
1148,0.0
1151,0.0
1152,0.0
1154,0.0
1160,0.0
1162,0.0
1164,0.0
1165,0.0
1167,0.0
1176,0.0
1177,0.0
1183,0.0
1185,0.0
1186,0.0
1191,0.0
1192,0.0
1195,0.0
1198,0.0
1202,0.0
1203,0.0
1207,0.0
1211,0.0
1216,0.0
1223,0.0
1227,0.0
1228,0.0
1232,0.0
1240,0.0
1244,0.0
1252,0.0
1262,0.0
1269,0.0
1274,0.0
1275,0.0
1286,0.0
1287,0.0
1290,0.0
1293,0.0
1295,0.0
1298,0.0
1300,0.0
1301,0.0
1302,0.0
1304,0.0
1307,0.0
1313,0.0
1322,0.0
1325,0.0
1329,0.0
1332,0.0
1333,0.0
1335,0.0
1336,0.0
1338,0.0
1343,0.0
1344,0.0
1346,0.0
1347,0.0
1350,0.0
1351,0.0
1353,0.0
1354,0.0
1357,0.0
1362,0.0
1363,0.0
1366,0.0
1372,0.0
1383,0.0
1385,0.0
1388,0.0
1389,0.0
1391,0.0
1392,0.0
1395,0.0
1396,0.0
1397,0.0
1410,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1427,0.0
1429,0.0
1432,0.0
1437,0.0
1440,0.0
1441,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1456,0.0
1457,0.0
1460,0.0
1461,0.0
1462,0.0
1464,0.0
1466,0.0
1469,0.0
1470,0.0
1472,0.0
1474,0.0
1475,0.0
1476,0.0
1481,0.0
1484,0.0
1485,0.0
1495,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1503,0.0
1505,0.0
1506,0.0
1511,0.0
1513,0.0
1514,0.0
1515,0.0
1518,0.0
1519,0.0
1520,0.0
1524,0.0
1525,0.0
1528,0.0
1529,0.0
1533,0.0
1535,0.0
1537,0.0
1539,0.0
1541,0.0
1542,0.0
1543,0.0
1545,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1557,0.0
1558,0.0
1559,0.0
1566,0.0
1568,0.0
1571,0.0
1572,0.0
1573,0.0
1575,0.0
1576,0.0
1579,0.0
1581,0.0
1582,0.0
1585,0.0
1588,0.0
1591,0.0
1592,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1604,0.0
1606,0.0
1608,0.0
1609,0.0
1611,0.0
1612,0.0
1614,0.0
1616,0.0
1617,0.0
1623,0.0
1624,0.0
1627,0.0
1629,0.0
1633,0.0
1634,0.0
1635,0.0
1638,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1664,0.0
1666,0.0
1669,0.0
1671,0.0
1672,0.0
1673,0.0
1678,0.0
1679,0.0
1684,0.0
1686,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1694,0.0
1696,0.0
1698,0.0
1701,0.0
1702,0.0
1708,0.0
1710,0.0
1716,0.0
1717,0.0
1720,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1728,0.0
1729,0.0
1731,0.0
1733,0.0
1735,0.0
1739,0.0
1740,0.0
1743,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1757,0.0
1758,0.0
1759,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1770,0.0
1772,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1780,0.0
1784,0.0
1786,0.0
1789,0.0
1793,0.0
1798,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1807,0.0
1808,0.0
1809,0.0
1811,0.0
1816,0.0
1817,0.0
1818,0.0
1822,0.0
1824,0.0
1827,0.0
1828,0.0
1829,0.0
1832,0.0
1833,0.0
1835,0.0
1837,0.0
1838,0.0
1839,0.0
1846,0.0
1849,0.0
1855,0.0
1857,0.0
1858,0.0
1859,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1870,0.0
1871,0.0
1873,0.0
1874,0.0
1875,0.0
1877,0.0
1879,0.0
1881,0.0
1882,0.0
1886,0.0
1891,0.0
1899,0.0
1901,0.0
1903,0.0
1906,0.0
1907,0.0
1914,0.0
1916,0.0
1917,0.0
1921,0.0
1925,0.0
1927,0.0
1930,0.0
1932,0.0
1933,0.0
1935,0.0
1939,0.0
1942,0.0
1946,0.0
1949,0.0
1950,0.0
1951,0.0
1953,0.0
1955,0.0
1956,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1966,0.0
1969,0.0
1970,0.0
1971,0.0
1975,0.0
1977,0.0
1978,0.0
1980,0.0
1986,0.0
1990,0.0
1991,0.0
1995,0.0
1998,0.0
2000,0.0
2001,0.0
2003,0.0
2008,0.0
2012,0.0
2014,0.0
2017,0.0
2021,0.0
2023,0.0
2024,0.0
2025,0.0
2026,0.0
2027,0.0
2028,0.0
2031,0.0
2034,0.0
2036,0.0
2039,0.0
2043,0.0
2047,0.0
2050,0.0
2052,0.0
2053,0.0
2054,0.0
2057,0.0
2060,0.0
2061,0.0
2062,0.0
2066,0.0
2071,0.0
2072,0.0
2073,0.0
2075,0.0
2076,0.0
2078,0.0
2080,0.0
2081,0.0
2084,0.0
2085,0.0
2088,0.0
2089,0.0
2090,0.0
2093,0.0
2097,0.0
2100,0.0
2101,0.0
2104,0.0
2107,0.0
2108,0.0
2109,0.0
2111,0.0
2124,0.0
2126,0.0
2127,0.0
2136,0.0
2137,0.0
2142,0.0
2145,0.0
2146,0.0
2150,0.0
2151,0.0
2152,0.0
2158,0.0
2162,0.0
2164,0.0
2166,0.0
2168,0.0
2169,0.0
2170,0.0
2171,0.0
2172,0.0
2174,0.0
2177,0.0
2182,0.0
2184,0.0
2188,0.0
2189,0.0
2190,0.0
